num,0,1,2,3
266,0.0,0.4783540505786541,0.0,0.0
0,0.0,0.4783540505786541,0.0,0.0
0,0.0,0.4783540505786541,0.0,0.0
0,0.0,0.4783540505786541,0.0,0.0
0,0.143859649122807,0.4938719927371765,0.061757719714964375,0.0
0,0.0,0.4799999999999999,0.038461538461538464,0.0
0,0.1948529411764706,0.5036363636363637,0.1419068736141907,0.0
0,0.43554260742898765,0.47377622377622375,0.4041297935103244,0.0
0,0.4005340453938585,0.5340968245705362,0.2845691382765531,0.09973753280839895
0,0.39696969696969703,0.584423676012461,0.4648493543758967,0.3537414965986395
0,0.4127272727272728,0.08517887563884156,0.0,0.0
0,0.5707133917396745,0.5965583173996176,0.5611111111111112,0.4324873096446701
0,0.600451467268623,0.6525345622119816,0.5725915875169607,0.49406175771971494
0,0.5844660194174758,0.61150512214342,0.576271186440678,0.3683241252302026
0,0.6150832517140058,0.683776351970669,0.5371248025276462,0.5788819875776396
0,0.6221719457013575,0.6564516129032258,0.6512890094979648,0.49927431059506533
0,0.5539906103286385,0.6809184481393508,0.660759493670886,0.37209302325581395
0,0.6137281292059219,0.6983578219533275,0.6995305164319248,0.5939849624060151
0,0.6614699331848553,0.6666666666666666,0.7024265644955301,0.5365853658536585
0,0.6584463625154131,0.7023255813953487,0.7155499367888748,0.5775075987841946
0,0.5184049079754601,0.6824644549763034,0.7446540880503144,0.4444444444444445
0,0.6224066390041495,0.7153024911032029,0.7219251336898396,0.627450980392157
0,0.6547314578005116,0.7232968881412951,0.7107001321003963,0.5742092457420925
0,0.6507515473032716,0.6920762286860582,0.7321668909825033,0.6391752577319588
0,0.7024265644955301,0.7074954296160877,0.7540628385698808,0.5653333333333334
0,0.6960257787325456,0.7205199628597958,0.7635402906208719,0.5885350318471337
0,0.6418732782369145,0.7226148409893993,0.7740384615384615,0.5651162790697675
0,0.7176602924634422,0.7185929648241206,0.762645914396887,0.6264367816091954
0,0.7535287730727469,0.7504332755632581,0.8138424821002387,0.6687598116169544
0,0.6710875331564986,0.7165354330708661,0.7923076923076924,0.5924932975871313
0,0.7533632286995516,0.7538048343777976,0.7905236907730674,0.6738836265223275
0,0.7621097954790096,0.7633302151543498,0.7776397515527951,0.6345381526104418
0,0.736462093862816,0.7564216120460584,0.8168316831683168,0.6854219948849104
0,0.75,0.7725975261655567,0.832282471626734,0.6581986143187067
0,0.7567567567567568,0.7662116040955632,0.8107448107448108,0.6676602086438153
0,0.7702552719200887,0.7847652790079717,0.7857142857142858,0.7259887005649718
0,0.7828054298642535,0.7844155844155843,0.8241335044929397,0.6994535519125683
0,0.7750294464075382,0.7850133809099019,0.831488314883149,0.6649282920469362
0,0.7638554216867469,0.7839866555462885,0.8366336633663367,0.6956521739130435
0,0.7937915742793792,0.78915135608049,0.8343711083437111,0.7037037037037037
0,0.7772621809744779,0.7974683544303798,0.8489208633093526,0.713903743315508
0,0.7841031149301826,0.7757166947723438,0.8510101010101009,0.6926677067082684
0,0.8256467941507311,0.7970479704797048,0.823121387283237,0.7387640449438202
0,0.8204570184983679,0.8027923211169284,0.840616966580977,0.746817538896747
0,0.8202866593164279,0.7954144620811288,0.8527679623085983,0.7272727272727273
0,0.8059384941675504,0.792586054721977,0.8351648351648351,0.7267175572519085
0,0.8268792710706151,0.7934693877551021,0.8431372549019607,0.6814580031695721
0,0.8407079646017699,0.8067226890756302,0.8341232227488152,0.7523939808481532
0,0.8397291196388261,0.8096947935368042,0.8775,0.7253333333333334
0,0.8103448275862069,0.8081395348837209,0.8686131386861314,0.71875
0,0.8185567010309279,0.8022922636103152,0.8388683886838869,0.7638888888888888
0,0.8264277715565511,0.8213058419243986,0.8734491315136478,0.745269286754003
0,0.8394793926247289,0.8208955223880597,0.9102244389027433,0.7559681697612733
0,0.8401826484018265,0.8236363636363637,0.883495145631068,0.7333333333333333
0,0.8329571106094809,0.8322756119673618,0.8627906976744186,0.7532097004279601
0,0.7929969104016479,0.8147465437788018,0.8529801324503311,0.760487144790257
0,0.8473804100227791,0.836697247706422,0.8940886699507388,0.7714285714285715
0,0.8176538908246226,0.8215246636771301,0.8455882352941176,0.7150395778364117
0,0.8565022421524664,0.8321428571428571,0.8689138576779026,0.7706919945725916
0,0.8442534908700322,0.839962997224792,0.8905472636815921,0.7738419618528609
0,0.8315098468271335,0.845045045045045,0.8759305210918115,0.7833333333333334
0,0.8240635641316686,0.8297491039426523,0.87001287001287,0.7628865979381444
0,0.8359788359788359,0.8561020036429872,0.895483870967742,0.7786885245901639
0,0.8510158013544018,0.836036036036036,0.9057071960297767,0.713903743315508
0,0.8565072302558399,0.8491620111731845,0.8876013904982619,0.7675070028011205
0,0.8490990990990991,0.8467289719626169,0.8860164512338425,0.7827260458839407
0,0.8558558558558559,0.8465703971119133,0.8932038834951457,0.7917808219178083
0,0.8555045871559632,0.8674275680421422,0.909541511771995,0.7923497267759562
